Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Avg_Spnd_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Avg_Spnd_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Avg_Spnd_Per_Bene_2022,Outlier_Flag_2022,Chg_Avg_Spnd_Per_Dsg_Unt_21_22,CAGR_Avg_Spnd_Per_Dsg_Unt_18_22
Alogliptin,Alogliptin Benzoate,2,Overall,7269829.64,1196400,26372,8106,6.0770580617,275.66470651,896.8455021,0,9623213.96,1608525,42469,12233,5.983117059,226.59384398,786.66017821,0,16588328.76,2754229.5,69673,16442,6.0250268968,238.08833781,1008.8996935,0,17733480.54,3034791,79751,20204,5.8384234578,222.36060413,877.72127005,0,16296515.09,2779768,78497,19379,5.8588442886,207.60685236,840.93684349,0,0.0034976618,-0.009100424
Alogliptin,Alogliptin Benzoate,1,Perrigo/Padagis,5760272.79,949531,20849,6585,6.0670575854,276.28532735,874.75668793,0,7763625.59,1298966,33965,10450,5.9770827983,228.57722921,742.93067847,0,12110064.41,2018739.5,49985,12875,5.9999011889,242.27397039,940.58752699,0,12867867.3,2185732,56091,15506,5.8839070803,229.4105525,829.86374952,0,11641336.87,1975663,54822,14822,5.8888915646,212.3479054,785.40931521,0,0.0008471385,-0.007423794
Alogliptin,Alogliptin Benzoate,1,Padagis,1509556.85,246869,5523,1806,6.1148092713,273.32189933,835.85650609,0,1859588.37,309559,8504,3204,6.0072179132,218.67219779,580.39587079,0,4478264.35,735490,19688,4509,6.088817455,227.46161875,993.18348858,0,4865613.24,849059,23660,5540,5.7305949763,205.64722063,878.26953791,0,4655178.22,804105,23675,5730,5.7892666008,196.6284359,812.42202792,0,0.0102383129,-0.013583885
Alogliptin-Metformin,Alogliptin Benz/Metformin HCl,2,Overall,1276456.43,415083,4800,1444,3.075317868,265.92842292,883.97259695,0,1606779.13,569728,7582,1999,2.820024877,211.9202229,803.79146073,0,1021109.17,336692,3977,1562,3.031543856,256.75362585,653.7190589,0,1255547.56,425457,5096,1772,2.9511185313,246.37903454,708.54828442,0,1278295.65,436771,5341,1836,2.9245752946,239.33638832,696.23946078,0,-0.008994297,-0.012486142
Alogliptin-Metformin,Alogliptin Benz/Metformin HCl,1,Padagis,950923.09,309786,3553,1092,3.0696128618,267.63948494,870.80869048,0,1170363.05,413721,5450,1529,2.8288703015,214.74551376,765.44345978,0,754094.6,245601,2866,1141,3.0704052508,263.11744592,660.90674847,0,954490.22,318853,3821,1367,2.9935118064,249.80115677,698.2371763,0,959663.75,324001,3879,1429,2.9619160126,247.39978087,671.56315605,0,-0.010554758,-0.008889029
Alogliptin-Metformin,Alogliptin Benz/Metformin HCl,1,Perrigo/Padagis,325533.34,105297,1247,383,3.0915727893,261.05319968,849.95650131,0,436416.08,156007,2132,521,2.7974134494,204.69797373,837.65082534,0,267014.57,91091,1111,450,2.9312947492,240.33714671,593.36571111,0,301057.34,106604,1275,423,2.8240717046,236.12340392,711.71947991,0,318631.9,112770,1462,443,2.8255023499,217.94247606,719.25936795,0,0.0005065896,-0.022247243
Alogliptin-Pioglitazone,Alogliptin Benz/Pioglitazone,1,Overall,1365441.83,220048,4615,1166,6.2055900632,295.8703857,1171.0478816,0,1100715.52,179393,3693,996,6.134304264,298.0545681,1105.1360643,0,730832.6,119869,2326,684,6.0962553978,314.20146174,1068.4687135,0,621431.09,101710,1834,549,6.1089908143,338.83919847,1131.9327687,0,500283.72,81986,1426,356,6.0977818556,350.83009818,1405.2913483,0,-0.00183483,-0.004371774
Alogliptin-Pioglitazone,Alogliptin Benz/Pioglitazone,1,Perrigo/Padagis,1365441.83,220048,4615,1094,6.2055900632,295.8703857,1248.1186746,0,1100715.52,179393,3693,865,6.134304264,298.0545681,1272.5034913,0,730832.6,119869,2326,558,6.0962553978,314.20146174,1309.7358423,0,621431.09,101710,1834,459,6.1089908143,338.83919847,1353.8803704,0,500283.72,81986,1426,356,6.0977818556,350.83009818,1405.2913483,0,-0.00183483,-0.004371774
Alomide,Lodoxamide Tromethamine,1,Overall,156348.28,9087.5,700,293,17.204762586,223.35468571,533.61187713,0,118084.81,6850,543,249,17.238658394,217.46742173,474.23618474,0,111090.89,6460,486,201,17.196732198,228.58207819,552.69099502,0,101314.34,5830,446,177,17.378102916,227.16219731,572.39740113,0,99376.53,5600,429,178,17.745808929,231.64692308,558.29511236,0,0.0211591573,0.0077708201
Alomide,Lodoxamide Tromethamine,1,Alcon/Novartis,156348.28,9087.5,700,293,17.204762586,223.35468571,533.61187713,0,118084.81,6850,543,249,17.238658394,217.46742173,474.23618474,0,111090.89,6460,486,201,17.196732198,228.58207819,552.69099502,0,101314.34,5830,446,177,17.378102916,227.16219731,572.39740113,0,99376.53,5600,429,178,17.745808929,231.64692308,558.29511236,0,0.0211591573,0.0077708201
Alosetron HCl,Alosetron HCl,6,Overall,15008078.35,621196,10248,2175,24.244854507,1464.4885197,6900.265908,0,14829828.34,672235,11152,2291,22.15960236,1329.79092,6473.0808992,0,14308125.35,683626,11171,2158,21.008341727,1280.8276206,6630.2712465,0,13711783.9,692000,11569,2283,19.951026539,1185.2177284,6006.0376259,0,13454441.71,686642,10982,2173,19.870479026,1225.1358323,6191.6436769,0,-0.004037262,-0.048525423
Alosetron HCl,Alosetron HCl,1,Amneal Pharmace,5396564.68,206581,3143,820,26.211019441,1717.0107159,6581.176439,0,912307.95,44321,753,364,20.738155609,1211.5643426,2506.340522,0,1269678.17,60994,1071,369,21.014569499,1185.5071615,3440.8622493,0,2504613.32,117455,2030,497,21.24193166,1233.799665,5039.4634205,0,3484179.85,183228,2947,866,19.161203434,1182.2802341,4023.3023672,0,-0.097953814,-0.075334365
Alosetron HCl,Alosetron HCl,1,Par Pharm.,,,,,,,,,1286278.3,60433,945,314,21.800884207,1361.1410582,4096.427707,0,2715213.6,123826,2099,591,21.806770963,1293.5748452,4594.2700508,0,1474806.25,72750,1280,428,20.418870571,1152.1923828,3445.8089953,0,124921.35,6032,112,69,20.901395652,1115.3691964,1810.4543478,0,0.0236313306,-0.013946696
Alosetron HCl,Alosetron HCl,1,Roxane/West-War,3864233.86,163228,2874,665,23.935772811,1344.5490118,5810.877985,0,4223429.51,190159,3327,817,22.372400538,1269.4407905,5169.4363647,0,2581189.42,128157,2191,618,20.763225346,1178.0873665,4176.6819094,0,713852.24,36251,634,280,20.119132739,1125.9499054,2549.4722857,0,93752.45,5383,91,42,17.461900434,1030.2467033,2232.2011905,0,-0.132074893,-0.075810535
Alosetron HCl,Alosetron HCl,1,Actavis/Teva,5747279.81,251387,4231,1069,22.994238673,1358.373862,5376.3141347,0,7928713.65,353421,5746,1420,22.401066273,1379.866629,5583.601162,0,4668928.52,229891,3649,922,20.2916501,1279.5090491,5063.9137961,0,4008847.51,208625,3380,853,19.325252229,1186.0495592,4699.7039977,0,3668866.66,190817,2930,831,19.615234002,1252.1729215,4415.0019976,0,0.0150053293,-0.038955241
Alosetron HCl,Alosetron HCl,1,Rising Pharm,,,,,,,,,479098.93,23901,381,243,20.358832995,1257.4775066,1971.600535,0,3049585.03,139377,2135,540,21.747032201,1428.3770632,5647.3796852,0,3389965.98,172596,2779,721,19.639292557,1219.8510184,4701.7558669,0,2652581.42,133923,2172,745,19.90248953,1221.2621639,3560.5119732,0,0.0134015506,-0.007528202
Alosetron HCl,Alosetron HCl,1,Lifestar Pharma,,,,,,,,,,,,,,,,,23530.61,1381,26,21,16.876829018,905.02346154,1120.5052381,1,1619698.6,84323,1466,350,19.716012093,1104.8421555,4627.7102857,0,3430139.98,167259,2730,759,20.922601468,1256.4615311,4519.2885112,0,0.0611984497,0.1134287116
Alphagan P,Brimonidine Tartrate,1,Overall,200393560.34,6876245.233,755351,175503,29.180667394,265.29859673,1141.8241303,0,210001980.74,6565434.5,703527,165853,32.021188332,298.49882199,1266.1934408,0,204587977.26,6082400.54,640148,149433,33.676030089,319.59480817,1369.0950276,0,202241701.18,5634607.8,589841,141047,35.931259949,342.87494627,1433.8603528,0,201793298.22,5312946,550005,131052,38.042286954,366.89357046,1539.7956401,0,0.0587518225,0.0685450804
Alphagan P,Brimonidine Tartrate,1,Allergan Inc.,200393560.34,6876245.233,755351,175503,29.180667394,265.29859673,1141.8241303,0,210001980.74,6565434.5,703527,165853,32.021188332,298.49882199,1266.1934408,0,204587977.26,6082400.54,640148,149433,33.676030089,319.59480817,1369.0950276,0,202241701.18,5634607.8,589841,141047,35.931259949,342.87494627,1433.8603528,0,201793298.22,5312946,550005,131052,38.042286954,366.89357046,1539.7956401,0,0.0587518225,0.0685450804
Alprazolam,Alprazolam,8,Overall,98011025.02,813867291.66,12783127,2522897,0.1215219006,7.6672182808,38.848603419,0,90603961.95,755530823.28,12366878,2397981,0.1212331667,7.3263407264,37.783436128,0,100950410.42,744965001.49,12298580,2305495,0.1362940341,8.2082980653,43.786870247,0,118712574.58,716974879.09,11929535,2276823,0.1651382011,9.9511485217,52.139571051,0,103353716.84,693723489.64,11712615,2266628,0.1486657894,8.8241367824,45.598005866,0,-0.09974925,0.0516933359
Alprazolam,Alprazolam,1,Par Pharm.,32008984.21,264722405.98,4113397,1037028,0.1218891728,7.7816423287,30.866075178,0,21734158.28,174626679.27,2983939,700074,0.1259929061,7.2837140035,31.045515588,0,1002044.55,7011617,134088,66088,0.1438670828,7.4730367371,15.162276813,0,153839.84,888412,17149,7365,0.1721523469,8.9707761386,20.887961982,0,4386.67,34477,608,288,0.1278369075,7.2149177632,15.231493056,0,-0.257419897,0.0119819854
Alprazolam,Alprazolam,1,Dava Pharmaceut,767644.68,7631538.999,114837,32776,0.1005884501,6.6846458894,23.420938492,0,697170.44,7090914,110377,28926,0.0983188401,6.3162655263,24.101861301,0,31516.02,261373,5029,2762,0.1205787132,6.2668562338,11.41057929,0,6562.67,44903,881,410,0.1461521502,7.4491146425,16.006512195,0,386.81,4319,79,34,0.0895600834,4.8963291139,11.376764706,0,-0.387213372,-0.028614552
Alprazolam,Alprazolam,1,Aurobindo Pharm,4985976.42,41331019,665194,215547,0.1231157943,7.4955222386,23.131736559,0,8468179.73,66836868.1,1143482,269311,0.1297490119,7.4056082474,31.443868724,0,16428100.56,111091692.32,1837249,536277,0.1490770541,8.9416843117,30.633610168,0,22531825.02,127026056.82,2175732,576706,0.1768925164,10.355974458,39.069864056,0,17186515.49,107672611.04,1856939,503181,0.1587758573,9.255293518,34.155732212,0,-0.102416199,0.0656575684
Alprazolam,Alprazolam,1,Breckenridge,967057.65,8240908.5,115998,84495,0.1179341512,8.3368476181,11.445146458,0,12518472.05,105563680.93,1517812,470092,0.1194353911,8.2477092354,26.629834266,0,23022384.17,174801906.17,2712954,751551,0.1323703251,8.486094556,30.633162846,0,32892773.77,202813068.62,3228416,789319,0.1617478129,10.188517765,41.67234511,0,26689846.91,175928298.03,2842450,712388,0.1513780434,9.3897331211,37.465323546,0,-0.064110725,0.0644023519
Alprazolam,Alprazolam,1,Sandoz,12266719.72,99869269.75,1618519,550109,0.1249815005,7.5789778928,22.298707565,0,3363849.74,27751514.985,458054,139508,0.1236992183,7.3437842263,24.112235427,0,5033919.33,36111978.2,597354,261165,0.1397934849,8.4270287468,19.274861984,0,27997713.4,170463725,2778205,688419,0.1635240833,10.077626885,40.669582623,0,27217436.7,198891204.89,3314267,821706,0.1367477706,8.2122039956,33.123083804,0,-0.163745377,0.0227479792
Alprazolam,Alprazolam,1,Greenstone LLC.,12003487.93,103785942.44,1621168,417533,0.1167737968,7.4042220979,28.748596949,0,10730046.8,93014521,1525524,408665,0.1167187964,7.0336794439,26.256339055,0,12566206.84,92556166.24,1583820,483473,0.137158283,7.9341129926,25.991537976,0,10879862.4,66953249.9,1165721,337470,0.1616979486,9.3331615369,32.239495066,0,7454011.04,47323236.584,852741,251412,0.1571253954,8.7412368351,29.64858893,0,-0.028278363,0.077023664
Alprazolam,Alprazolam,1,Actavis/Teva,34996800.78,288194419,4531469,1065185,0.1220151243,7.7230586329,32.855138572,0,33077613.03,280567063,4625459,1056241,0.1184017933,7.1512066219,31.31635018,0,42853050.08,323034353.56,5426180,1241787,0.1331115341,7.8974619493,34.509179175,0,24247115.17,148769026.75,2562991,669429,0.1627022651,9.4604761273,36.220592729,0,24800780.69,163868194.1,2845459,785233,0.1507070643,8.7159156713,31.58397659,0,-0.073724854,0.0542169285
Alprazolam,Alprazolam,1,Major Pharmaceu,14353.63,91788,2545,826,0.1655841764,5.6399332024,17.377276029,0,14471.88,79582,2231,668,0.197884413,6.4867234424,21.664491018,0,13188.87,95915,1906,1127,0.1533037595,6.9196589717,11.702635315,0,2882.31,16437,440,224,0.1782993684,6.5507045455,12.867455357,0,352.53,1149,72,44,0.3068146214,4.89625,8.0120454545,0,0.7207835569,0.16671372
Alprazolam ER,Alprazolam,2,Overall,2432741.44,2808271,54929,10349,0.8908405519,44.288835406,235.07019422,0,2057271.37,2457154,50067,9661,0.8573999538,41.090366309,212.94600662,0,1613007.52,2051527,41771,8042,0.8041722315,38.6154873,200.57293211,0,1673614.61,2130046,43192,7987,0.8024259787,38.748254538,209.54233254,0,2099026.09,2408277,49732,9560,0.8862860358,42.20674998,219.56339854,0,0.1045081532,-0.001280609
Alprazolam ER,Alprazolam,1,Aurobindo Pharm,1567284.39,1843694,35428,7223,0.8717893739,44.238579372,216.9852402,0,1580056.41,1883003,38211,8169,0.8581090467,41.35082594,193.42103195,0,1424507.04,1804846,36481,7048,0.8076071968,39.04791645,202.11507378,0,1508599.86,1944426,39294,7117,0.7916746088,38.392626355,211.97131657,0,1847018.25,2148653,44082,8512,0.8745486027,41.899601878,216.98992599,0,0.1046818896,0.000790317
Alprazolam ER,Alprazolam,1,Actavis/Teva,865457.05,964577,19501,4481,0.9254513478,44.380136916,193.13926579,0,477214.96,574151,11856,3304,0.8551146002,40.250924426,144.43552058,0,188500.48,246681,5290,1430,0.7804839572,35.633361059,131.81851748,0,165014.75,185620,3898,1106,0.9108057459,42.333183684,149.19959313,0,252007.84,259624,5650,1745,0.9778629432,44.603157522,144.41710029,0,0.0736240385,0.0138672603
Alprazolam Intensol,Alprazolam,1,Overall,30529.67,10134.5,263,155,3.0124495535,116.08239544,196.9656129,0,53181.2,17594.5,367,173,3.0226036546,144.90790191,307.40578035,0,52730.68,16841,352,166,3.1310896028,149.80306818,317.6546988,0,25615.89,8687,228,133,2.9487613676,112.35039474,192.60067669,0,34955.1,11830.5,298,146,2.9546595664,117.29899329,239.41849315,0,0.0020002293,-0.004830823
Alprazolam Intensol,Alprazolam,1,Roxane/West-War,30529.67,10134.5,263,155,3.0124495535,116.08239544,196.9656129,0,53181.2,17594.5,367,173,3.0226036546,144.90790191,307.40578035,0,52730.68,16841,352,166,3.1310896028,149.80306818,317.6546988,0,25615.89,8687,228,133,2.9487613676,112.35039474,192.60067669,0,34955.1,11830.5,298,146,2.9546595664,117.29899329,239.41849315,0,0.0020002293,-0.004830823
Alprazolam ODT,Alprazolam,2,Overall,792258.49,496785,8360,3057,1.5406635814,94.767761962,259.16208374,0,746321.62,449722,7539,2726,1.6124607505,98.994776496,273.77902421,0,632296.9,399552,7094,2597,1.5507737242,89.131223569,243.47204467,0,584266.17,395744.5,6972,2572,1.4304049283,83.801802926,227.16414075,0,591018.15,401156,7203,2758,1.4414624833,82.051665973,214.29229514,0,0.007730367,-0.016501093
Alprazolam ODT,Alprazolam,1,Par Pharm.,295207.84,201970,3447,1420,1.4148232814,85.641961126,207.89284507,0,219538.86,148175,2556,1135,1.4386660039,85.89157277,193.42630837,0,446636.93,300405,5023,1927,1.4397276393,88.918361537,231.77837571,0,575718.75,390786.5,6820,2504,1.4246182971,84.416239003,229.91962859,0,586649.26,398355,7146,2728,1.4406411349,82.094774699,215.0473827,0,0.0112471094,0.004531138
Alprazolam ODT,Alprazolam,1,Actavis/Teva,497050.65,294815,4913,1806,1.62895414,101.17049664,275.22184385,0,526782.76,301547,4983,1752,1.7016077246,105.71598635,300.67509132,0,185659.97,99147,2071,1045,1.8201047163,89.647498793,177.66504306,0,8547.42,4958,152,109,1.6900419328,56.233026316,78.416697248,0,4368.89,2801,57,36,1.5444336344,76.647192982,121.35805556,1,-0.086156619,-0.013231907
Alprazolam XR,Alprazolam,1,Overall,605189.7,777681,14956,3900,0.7918041369,40.464676384,155.17684615,0,663470.79,945971,18413,4509,0.7139195091,36.032737197,147.143666,0,842657.6,1243804,24581,5189,0.6974648255,34.280851064,162.39306225,0,783785.74,1141306,22795,4772,0.7037146515,34.384107918,164.24680218,0,722514.13,991670,20064,4844,0.7382841328,36.010472986,149.15650908,0,0.0491242882,-0.017344154
Alprazolam XR,Alprazolam,1,Greenstone LLC.,605189.7,777681,14956,3900,0.7918041369,40.464676384,155.17684615,0,663470.79,945971,18413,4509,0.7139195091,36.032737197,147.143666,0,842657.6,1243804,24581,5189,0.6974648255,34.280851064,162.39306225,0,783785.74,1141306,22795,4772,0.7037146515,34.384107918,164.24680218,0,722514.13,991670,20064,4844,0.7382841328,36.010472986,149.15650908,0,0.0491242882,-0.017344154
Alrex,Loteprednol Etabonate,1,Overall,12287973.64,286820,42101,19127,42.842108779,291.86892568,642.44124222,0,11805100.88,260945,38446,17973,45.239804863,307.05667378,656.82417404,0,9764844.53,201725,30393,13857,48.406714735,321.28597144,704.68676698,0,10098000.9,195815,29355,14097,51.569087659,343.99594277,716.32268568,0,10734692.06,194095,28401,13897,55.306381205,377.96880603,772.44671944,0,0.0724715855,0.0659236565
Alrex,Loteprednol Etabonate,1,Bausch & Lomb I,12287973.64,286820,42101,19127,42.842108779,291.86892568,642.44124222,0,11805100.88,260945,38446,17973,45.239804863,307.05667378,656.82417404,0,9764844.53,201725,30393,13857,48.406714735,321.28597144,704.68676698,0,10098000.9,195815,29355,14097,51.569087659,343.99594277,716.32268568,0,10734692.06,194095,28401,13897,55.306381205,377.96880603,772.44671944,0,0.0724715855,0.0659236565
Altabax,Retapamulin,1,Overall,,,,,,,,,,,,,,,,,82491.13,3945,169,124,20.910299113,488.11319527,665.25104839,0,79813.02,3720,155,123,21.455112903,514.92270968,648.88634146,0,87935.06,4020,156,125,21.874393035,563.68628205,703.48048,0,0.0195422011,0.0227933201
Altabax,Retapamulin,1,"Almirall, LLC",,,,,,,,,,,,,,,,,82491.13,3945,169,124,20.910299113,488.11319527,665.25104839,0,79813.02,3720,155,123,21.455112903,514.92270968,648.88634146,0,87935.06,4020,156,125,21.874393035,563.68628205,703.48048,0,0.0195422011,0.0227933201
Altace,Ramipril,1,Overall,5805847.31,881762,10659,2248,6.5578672657,544.68968102,2582.6722909,0,5216070.64,795740,9279,2030,6.5237015031,562.13715271,2569.4929261,0,4696888.02,719216,7992,1719,6.5100503139,587.6987012,2732.3374171,0,3761562.58,570537,6352,1442,6.5726794325,592.18554471,2608.5732178,0,2225990.37,332944,3764,903,6.6802648093,591.38957758,2465.1056146,0,0.016368572,0.0046337505
Altace,Ramipril,1,Monarch Phrm,5805847.31,881762,10659,2248,6.5578672657,544.68968102,2582.6722909,0,5216070.64,795740,9279,2030,6.5237015031,562.13715271,2569.4929261,0,4696888.02,719216,7992,1719,6.5100503139,587.6987012,2732.3374171,0,3761562.58,570537,6352,1442,6.5726794325,592.18554471,2608.5732178,0,2225990.37,332944,3764,903,6.6802648093,591.38957758,2465.1056146,0,0.016368572,0.0046337505
Altavera,Levonorgestrel/Ethin.Estradiol,1,Overall,24988.62,44660,783,823,0.5595302284,31.91394636,30.362843256,0,27487.69,51185,1111,382,0.5370262772,24.74139514,71.957303665,0,29958.99,53816,1109,369,0.5566929909,27.014418395,81.189674797,0,78277.35,158702,2624,752,0.4932348049,29.831307165,104.09222074,0,85980.04,200229,3406,882,0.4294085272,25.243699354,97.483038549,0,-0.129403434,-0.064030326
Altavera,Levonorgestrel/Ethin.Estradiol,1,"Xiromed, LLC",24988.62,44660,783,429,0.5595302284,31.91394636,58.248531469,0,27487.69,51185,1111,370,0.5370262772,24.74139514,74.291054054,0,29958.99,53816,1109,369,0.5566929909,27.014418395,81.189674797,0,78277.35,158702,2624,752,0.4932348049,29.831307165,104.09222074,0,85980.04,200229,3406,882,0.4294085272,25.243699354,97.483038549,0,-0.129403434,-0.064030326
Altoprev,Lovastatin,1,Overall,2153012.4,77816,1446,434,27.674515843,1488.9435685,4960.8580645,0,1742359.37,56046,1273,368,31.1070558,1368.7033543,4734.6722011,0,1781972.53,55333,1258,304,32.204544669,1416.512345,5861.7517434,0,1734180.05,52961,1227,326,32.75954493,1413.349674,5319.5707055,0,1615227.72,44297,994,294,36.463220011,1624.9775855,5493.9718367,0,0.1130563654,0.071380522
Altoprev,Lovastatin,1,Covis Pharma,2153012.4,77816,1446,434,27.674515843,1488.9435685,4960.8580645,0,1742359.37,56046,1273,368,31.1070558,1368.7033543,4734.6722011,0,1781972.53,55333,1258,304,32.204544669,1416.512345,5861.7517434,0,1734180.05,52961,1227,326,32.75954493,1413.349674,5319.5707055,0,1615227.72,44297,994,294,36.463220011,1624.9775855,5493.9718367,0,0.1130563654,0.071380522
Altreno,Tretinoin,1,Overall,1507.53,585,13,13,2.576974359,115.96384615,115.96384615,1,55207.57,21590,469,398,2.5570898564,117.71336887,138.71248744,0,65856.16,25835,552,434,2.5491062512,119.30463768,151.74230415,0,78857.16,30685,786,577,2.5698927815,100.32717557,136.66752166,0,83038.63,32025,824,573,2.5929314598,100.77503641,144.91907504,0,0.0089648403,0.0015444644
Altreno,Tretinoin,1,Bausch Health U,1507.53,585,13,13,2.576974359,115.96384615,115.96384615,1,55207.57,21590,469,398,2.5570898564,117.71336887,138.71248744,0,65856.16,25835,552,434,2.5491062512,119.30463768,151.74230415,0,78857.16,30685,786,577,2.5698927815,100.32717557,136.66752166,0,83038.63,32025,824,573,2.5929314598,100.77503641,144.91907504,0,0.0089648403,0.0015444644
Alunbrig,Brigatinib,1,Overall,11562020.55,31737,657,151,449.93479953,17598.204795,76569.672517,0,14483936.9,34139,868,153,478.7183691,16686.563249,94666.254248,0,15825267.71,37325,939,144,479.23814755,16853.320245,109897.69243,0,19416969.7,43526,1127,176,507.15481034,17228.899468,110323.69148,0,27828145.31,62004,1539,218,517.29681732,18081.965763,127652.04271,0,0.0199978523,0.0354939254
Alunbrig,Brigatinib,1,Takeda Pharmace,11562020.55,31737,657,140,449.93479953,17598.204795,82585.861071,0,14483936.9,34139,868,153,478.7183691,16686.563249,94666.254248,0,15825267.71,37325,939,144,479.23814755,16853.320245,109897.69243,0,19416969.7,43526,1127,176,507.15481034,17228.899468,110323.69148,0,27828145.31,62004,1539,218,517.29681732,18081.965763,127652.04271,0,0.0199978523,0.0354939254
Alvesco,Ciclesonide,1,Overall,739683.84,22502.9,1964,3384,32.974851244,376.6210998,218.58269504,0,20730250.8,1735897.3,145378,73653,11.929101479,142.59551514,281.45833571,1,30903953.29,2672270.6,219154,84373,11.554128593,141.01478088,366.27775817,1,31974256.19,2649150.7,207443,79758,12.063590309,154.13514165,400.89089734,1,33342211.4,2769279.2,215905,85738,12.035914613,154.43001042,388.88487485,1,-0.002294151,-0.222726139
Alvesco,Ciclesonide,1,Covis Pharma,739683.84,22502.9,1964,1454,32.974851244,376.6210998,508.72341128,1,20730250.8,1735897.3,145378,73568,11.929101479,142.59551514,281.78353088,1,30903953.29,2672270.6,219154,84373,11.554128593,141.01478088,366.27775817,1,31974256.19,2649150.7,207443,79758,12.063590309,154.13514165,400.89089734,1,33342211.4,2769279.2,215905,85738,12.035914613,154.43001042,388.88487485,1,-0.002294151,-0.222726139
Alyacen,Norethindrone-Ethin. Estradiol,1,Overall,119714.1,199624,4693,1226,0.6031821121,25.509077349,97.646084829,0,160799.04,247701,5349,1243,0.6531809902,30.061514302,129.36366854,0,189208.05,287892,6066,1303,0.6589943646,31.191567755,145.20955487,0,199928.62,304338,6501,1384,0.661430877,30.75351792,144.45709538,0,179155.3,266691,5717,1170,0.6719854246,31.337292286,153.12418803,0,0.0159571438,0.0273722948
Alyacen,Norethindrone-Ethin. Estradiol,1,Glenmark Pharma,119714.1,199624,4693,1226,0.6031821121,25.509077349,97.646084829,0,160799.04,247701,5349,1243,0.6531809902,30.061514302,129.36366854,0,189208.05,287892,6066,1303,0.6589943646,31.191567755,145.20955487,0,199928.62,304338,6501,1384,0.661430877,30.75351792,144.45709538,0,179155.3,266691,5717,1170,0.6719854246,31.337292286,153.12418803,0,0.0159571438,0.0273722948
Alyq,Tadalafil,1,Overall,,,,,,,,,24442360.54,684066,11124,1713,35.730997506,2197.2636228,14268.745207,1,28997095.48,956017,15353,2018,30.331150471,1888.6924692,14369.224718,0,7380539.36,247394,3969,1521,29.833138071,1859.546324,4852.4256147,0,712899.37,30643,500,112,23.264672845,1425.79874,6365.1729464,0,-0.22017346,-0.133269786
Alyq,Tadalafil,1,Teva USA,,,,,,,,,24442360.54,684066,11124,1713,35.730997506,2197.2636228,14268.745207,1,28997095.48,956017,15353,2018,30.331150471,1888.6924692,14369.224718,0,7380539.36,247394,3969,1521,29.833138071,1859.546324,4852.4256147,0,712899.37,30643,500,112,23.264672845,1425.79874,6365.1729464,0,-0.22017346,-0.133269786
Amabelz,Estradiol/Norethindrone Acet,1,Overall,970984.45,366540,5349,1729,2.6454215546,181.52635072,561.5873048,0,825165.37,336611,4650,1564,2.4500551975,177.45491828,527.59934143,0,573345.74,269590,3567,1155,2.1268991444,160.73611999,496.4032381,0,523412.38,270566,3600,1222,1.935429836,145.39232778,428.32436989,0,175695.58,77685,1016,361,2.2629205651,172.92872047,486.69135734,0,0.1692082674,-0.038291166
Amabelz,Estradiol/Norethindrone Acet,1,Lupin Pharmaceu,970984.45,366540,5349,1729,2.6454215546,181.52635072,561.5873048,0,825165.37,336611,4650,1564,2.4500551975,177.45491828,527.59934143,0,573345.74,269590,3567,1155,2.1268991444,160.73611999,496.4032381,0,523412.38,270566,3600,1222,1.935429836,145.39232778,428.32436989,0,175695.58,77685,1016,361,2.2629205651,172.92872047,486.69135734,0,0.1692082674,-0.038291166
Amantadine,Amantadine HCl,20,Overall,40397711.22,44695577.414,481317,95210,1.1244085632,83.931611017,424.30113665,0,38436232.92,48475886.936,502622,96191,0.9630054973,76.471449559,399.58242372,0,35987320.42,49547030.402,492475,92849,0.8812141216,73.074410721,387.58974701,0,34606488.32,49162483.685,475944,92465,0.8566601555,72.711260821,374.26581215,0,32334746.09,47819155.552,474227,92947,0.8349705582,68.184110331,347.88369813,0,-0.025318789,-0.071703411
